sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
"Series Ultra Miniature Switch-–-30-2-12-A-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-A-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-a-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:20 AM","9/13/20, 8:20 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-A-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-A-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-a-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-A-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-A-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-a-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-A-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-A-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-a-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-C-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-C-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-C-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-C-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-c-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-2-12-C-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-2-12-C-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-2-12-c-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=2,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-A-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-A-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-a-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-A-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-A-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-a-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-A-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-A-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-a-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-A-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-A-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-a-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-C-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-C-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-C-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-C-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-c-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-11-C-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-11-C-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-11-c-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=11,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-A-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-A-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-a-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-A-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-A-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-a-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-A-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-A-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-a-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-A-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-A-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-a-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:21 AM","9/13/20, 8:21 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=A,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-C-B-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-C-B-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-c-b-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:22 AM","9/13/20, 8:22 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-C-B-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-C-B-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-c-b,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:22 AM","9/13/20, 8:22 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=B,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-C-C-2",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-C-C-2",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-c-c-2,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:22 AM","9/13/20, 8:22 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=2,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"Series Ultra Miniature Switch-–-30-3-12-C-C-–",,Triple_Vane_Pumps,simple,,base,"Series Ultra Miniature Switch-–-30-3-12-C-C-–",,,1.000000,1,"Taxable Goods","Not Visible Individually",520.000000,,,,series-ultra-miniature-switch-30-3-12-c-c,"Series Ultra Miniature Switch","Series Ultra Miniature Switch","Series Ultra Miniature Switch ",,,,,,,,,"9/13/20, 8:22 AM","9/13/20, 8:22 AM",,,"Block after Info Column",,,,No,,,,,,,,,"amxnotif_hide_alert=No,brand=Tokyo Keiki / Tokimec,cart2quote_quotable=Use default,cover_end_displace=3,cover_port=C,enable_advanced_layout=No,enable_delivery_options=No,hydraulic_fluid=–,in_html_sitemap=Yes,in_xml_sitemap=Yes,is_featured=0,mid_port=B,mid_pump_displace=12,pump_mounting=–,shaft_end_displace=30,shaft_port=C,system_type=Medium,ts_packaging_type=None,use_in_crosslinking=Yes,usps_shipping_method=No",100000.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,10.0000,1,1,0,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
